"MC1462965","03939985","35","BIPD","2-CWH-MS-19-S0116586-00","06/16/2023","P"," ","0","","06/16/2023","28849","00","ACCREDITED SPECIALTY INSURANCE COMPANY","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                             
"MC1181076","03539292","35","BIPD","2-XPT-FL-19-S0115308-00","07/11/2023","P"," ","0","","07/11/2023","28849","00","ACCREDITED SPECIALTY INSURANCE COMPANY","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                             
"MC329363","02223631","35","BIPD","MMT H09053724","07/11/2023","P"," ","0","","07/11/2023","05735","00","ACE AMERICAN INSURANCE COMPANY","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                                
"MC809885","02362269","35","CARGO","MC026134","08/09/2023","","*","0","0","08/09/2023","06810","00","ADRIATIC INSURANCE COMPANY","Other (See comments).","750"                                                                                                                                                                                                                                                                                                                                                                                               
"MC1276209","03675483","35","BIPD","ASD003582-01","02/14/2023","P"," ","0","","02/14/2023","22530","00","AEGIS SECURITY INSURANCE COMPANY","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                              
"MC1276209","03675483","35","BIPD","ASD003582-01","02/14/2023","P"," ","0","","02/14/2023","22530","00","AEGIS SECURITY INSURANCE COMPANY","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                              
"MC1199511","03566032","35","BIPD","CA 0030174","06/12/2023","P"," ","0","","06/12/2023","28320","00","AGENCY INSURANCE COMPANY OF MARYLAND, INC","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                       
"MC1280480","03681184","35","BIPD","02TRM047122-01","07/04/2023"," "," ","0","0","07/04/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC804412","02330598","35","BIPD","02TRM043898-01","02/01/2023"," "," ","0","0","02/01/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                     
"MC108154","03156500","35","BIPD","02TRM046772-01","06/20/2023"," "," ","0","0","06/20/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                   
"MC1121011","03446868","35","BIPD","02TRM045306-01","04/12/2023"," "," ","0","0","04/12/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1280480","03681184","35","BIPD","02TRM047122-01","07/05/2023"," "," ","0","0","07/05/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1306081","03716023","35","BIPD","02TRM047612-01","07/25/2023"," "," ","0","0","07/25/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1306081","03716023","35","BIPD","02TRM047612-01","07/26/2023"," "," ","0","0","07/26/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1271845","03669467","35","BIPD","02TRM046938-01","07/27/2023"," "," ","0","0","07/27/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1306081","03716023","35","BIPD","02TRM047612-01","07/27/2023"," "," ","0","0","07/27/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1294365","03700202","35","BIPD","02TRM041868-01","10/18/2022"," "," ","0","0","10/18/2022","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1433666","03895761","35","BIPD","02TRM045728-01","05/02/2023"," "," ","0","0","05/02/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","300"                                                                                                                                                                                                                                                                                                                                                                  
"MC595390","01610137","35","BIPD","02TRM007966-09","06/27/2023"," "," ","0","0","06/27/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                   
"MC1296486","03703019","35","BIPD","02TRM046930-01","06/27/2023"," "," ","0","0","06/27/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC1445176","03913190","35","BIPD","02TRM046997-01","06/27/2023"," "," ","0","0","06/27/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                  
"MC696032","00966678","35","BIPD","02TRM043758-01","01/24/2023"," "," ","0","0","01/24/2023","01395","01","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN","Carrier name is different from System.","1000"                                                                                                                                                                                                                                                                                                                                                    
"MC1095580","03402773","91X","BIPD/Primary","CT9523127665","08/07/2023","P"," ","0","750","08/07/2023","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                     
"MC1389701","03830979","35","BIPD","376086001","06/29/2023","P"," ","0","","06/29/2023","00950","00","CANAL INSURANCE CO.","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                                                  
"MC1139532","03476410","91X","BIPD/Primary","CT2985831133","07/26/2023","P"," ","0","750","07/26/2023","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                     
"MC1433213","03895087","91X","BIPD/Primary","358037001","08/18/2022","P"," ","0","750","08/18/2022","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","300"                                                                                                                                                                                                                                                                                                                                                                        
"MC751341","02162096","91X","BIPD/Primary","236438001","01/24/2023","P"," ","0","750","01/24/2023","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                         
"MC528906","01389878","35","BIPD","480475001","11/28/2022","P"," ","0","","11/28/2022","00950","00","CANAL INSURANCE CO.","Policy is already cancelled.","1000"                                                                                                                                                                                                                                                                                                                                                                                              
"MC1452110","03922317","35","BIPD","385477001","11/28/2022","P"," ","0","","11/28/2022","00950","00","CANAL INSURANCE CO.","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                                              
"MC1430761","03891431","35","BIPD","981118001","12/27/2022","P"," ","0","","12/27/2022","00950","00","CANAL INSURANCE CO.","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                                                  
"MC1434786","02352429","91X","BIPD/Primary","709548001","01/20/2023","P"," ","0","750","01/20/2023","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                        
"MC1440214","03769157","35","BIPD","958747001","11/03/2022","P"," ","0","750","11/03/2022","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                                 
"MC1200887","03568032","35","BIPD","937958001","05/23/2023","P"," ","0","750","05/23/2023","00950","00","CANAL INSURANCE CO.","Carrier address is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                              
"MC940095","02819658","35","BIPD","80177001","12/02/2022","P"," ","0","","12/02/2022","00950","00","CANAL INSURANCE CO.","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                                                
"MC1452110","03922317","35","BIPD","401657001","08/30/2022","P"," ","0","","08/30/2022","00950","00","CANAL INSURANCE CO.","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                                              
"MC1095580","03402773","91X","BIPD/Primary","CT9523127665","08/08/2023","P"," ","0","750","08/08/2023","00950","00","CANAL INSURANCE CO.","Carrier name is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                     
"MC482681","00966670","35","BIPD","121533001","06/27/2023","P"," ","0","750","06/27/2023","00950","00","CANAL INSURANCE CO.","Carrier address is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                               
"MC1430761","03891431","35","BIPD","981118001","11/29/2022","P"," ","0","","11/29/2022","00950","00","CANAL INSURANCE CO.","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                                              
"MC1122483","03449311","35","BIPD","111138001","08/08/2023","P"," ","0","750","08/08/2023","00950","00","CANAL INSURANCE CO.","Carrier address is different from System.","750"                                                                                                                                                                                                                                                                                                                                                                              
"MC1135485","03470024","35","BIPD","833145001","08/17/2022","P"," ","0","","08/17/2022","00950","00","CANAL INSURANCE CO.","Already terminated by replacement.","1000"                                                                                                                                                                                                                                                                                                                                                                                       
"MC1198614","03564779","35","BIPD","270117001","08/11/2022","P"," ","0","","08/11/2022","00950","00","CANAL INSURANCE CO.","Policy is already cancelled.","750"                                                                                                                                                                                                                                                                                                                                                                                              
"MC1274260","03672743","35","BIPD","71TRS120798","12/30/2022"," "," ","0","0","12/30/2022","01220","01","COLUMBIA INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                                        
"MC1455114","03928250","35","BIPD","05TRM047214-01","07/04/2023"," "," ","0","0","07/04/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC065108","03078169","35","BIPD","05TRM033802-04","02/20/2023"," "," ","0","0","02/20/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                            
"MC1455114","03928250","35","BIPD","05TRM047214-01","07/05/2023"," "," ","0","0","07/05/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC1453080","03925148","35","BIPD","05TRM047472-01","07/28/2023"," "," ","0","0","07/28/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC1122943","03450098","35","BIPD","05TRM040449-02","06/26/2023"," "," ","0","0","06/26/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC1066726","03341720","35","BIPD","05TRM043371-01","01/16/2023"," "," ","0","0","01/16/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","1000"                                                                                                                                                                                                                                                                                                                                                                          
"MC1340381","03762952","35","BIPD","05TRM042475-01","11/15/2022"," "," ","0","0","11/15/2022","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC903874","02581366","35","BIPD","05TRM040535-02","06/27/2023"," "," ","0","0","06/27/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","1000"                                                                                                                                                                                                                                                                                                                                                                           
"MC1112111","02364017","35","BIPD","05TRM046939-01","06/27/2023"," "," ","0","0","06/27/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC1130385","03462029","35","BIPD","05TRM046756-01","06/27/2023"," "," ","0","0","06/27/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC1073637","03354676","35","BIPD","05TRM035956-03","12/05/2022"," "," ","0","0","12/05/2022","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                           
"MC817602","02380673","35","BIPD","05TRM043572-01","01/24/2023"," "," ","0","0","01/24/2023","22274","01","CONTINENTAL DIVIDE INSURANCE COMPANY","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                            
"MC1247742","03636240","35","BIPD","03TRM045250-01","04/11/2023"," "," ","0","0","04/11/2023","01470","01","CYPRESS INSURANCE COMPANY (CA)","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                                 
"MC1248671","03637502","35","BIPD","03TRM045268-01","04/11/2023"," "," ","0","0","04/11/2023","01470","01","CYPRESS INSURANCE COMPANY (CA)","Policy is not in System.","750"                                                                                                                                                                                                                                                                                                                                                                                 
